Label,Composition_GrassFraction,Composition_ShrubFraction,Composition_TreeFraction,Composition_ForbFraction,Composition_BareGround,BareGround_Albedo,Grass_Albedo,Grass_CanopyHeight_Constant_cm,Grass_HydRed_OnOff,Grass_SWPcrit_MPa,Grass_Litter_m1,Grass_Litter_m2,Grass_Litter_m3,Grass_Litter_m4,Grass_Litter_m5,Grass_Litter_m6,Grass_Litter_m7,Grass_Litter_m8,Grass_Litter_m9,Grass_Litter_m10,Grass_Litter_m11,Grass_Litter_m12,Grass_Biomass_m1,Grass_Biomass_m2,Grass_Biomass_m3,Grass_Biomass_m4,Grass_Biomass_m5,Grass_Biomass_m6,Grass_Biomass_m7,Grass_Biomass_m8,Grass_Biomass_m9,Grass_Biomass_m10,Grass_Biomass_m11,Grass_Biomass_m12,Grass_FractionLive_m1,Grass_FractionLive_m2,Grass_FractionLive_m3,Grass_FractionLive_m4,Grass_FractionLive_m5,Grass_FractionLive_m6,Grass_FractionLive_m7,Grass_FractionLive_m8,Grass_FractionLive_m9,Grass_FractionLive_m10,Grass_FractionLive_m11,Grass_FractionLive_m12,Grass_LAIconv_m1,Grass_LAIconv_m2,Grass_LAIconv_m3,Grass_LAIconv_m4,Grass_LAIconv_m5,Grass_LAIconv_m6,Grass_LAIconv_m7,Grass_LAIconv_m8,Grass_LAIconv_m9,Grass_LAIconv_m10,Grass_LAIconv_m11,Grass_LAIconv_m12,Shrub_Albedo,Shrub_CanopyHeight_Constant_cm,Shrub_HydRed_OnOff,Shrub_SWPcrit_MPa,Shrub_Litter_m1,Shrub_Litter_m2,Shrub_Litter_m3,Shrub_Litter_m4,Shrub_Litter_m5,Shrub_Litter_m6,Shrub_Litter_m7,Shrub_Litter_m8,Shrub_Litter_m9,Shrub_Litter_m10,Shrub_Litter_m11,Shrub_Litter_m12,Shrub_Biomass_m1,Shrub_Biomass_m2,Shrub_Biomass_m3,Shrub_Biomass_m4,Shrub_Biomass_m5,Shrub_Biomass_m6,Shrub_Biomass_m7,Shrub_Biomass_m8,Shrub_Biomass_m9,Shrub_Biomass_m10,Shrub_Biomass_m11,Shrub_Biomass_m12,Shrub_FractionLive_m1,Shrub_FractionLive_m2,Shrub_FractionLive_m3,Shrub_FractionLive_m4,Shrub_FractionLive_m5,Shrub_FractionLive_m6,Shrub_FractionLive_m7,Shrub_FractionLive_m8,Shrub_FractionLive_m9,Shrub_FractionLive_m10,Shrub_FractionLive_m11,Shrub_FractionLive_m12,Shrub_LAIconv_m1,Shrub_LAIconv_m2,Shrub_LAIconv_m3,Shrub_LAIconv_m4,Shrub_LAIconv_m5,Shrub_LAIconv_m6,Shrub_LAIconv_m7,Shrub_LAIconv_m8,Shrub_LAIconv_m9,Shrub_LAIconv_m10,Shrub_LAIconv_m11,Shrub_LAIconv_m12,Tree_Albedo,Tree_CanopyHeight_Constant_cm,Tree_HydRed_OnOff,Tree_SWPcrit_MPa,Tree_Litter_m1,Tree_Litter_m2,Tree_Litter_m3,Tree_Litter_m4,Tree_Litter_m5,Tree_Litter_m6,Tree_Litter_m7,Tree_Litter_m8,Tree_Litter_m9,Tree_Litter_m10,Tree_Litter_m11,Tree_Litter_m12,Tree_Biomass_m1,Tree_Biomass_m2,Tree_Biomass_m3,Tree_Biomass_m4,Tree_Biomass_m5,Tree_Biomass_m6,Tree_Biomass_m7,Tree_Biomass_m8,Tree_Biomass_m9,Tree_Biomass_m10,Tree_Biomass_m11,Tree_Biomass_m12,Tree_FractionLive_m1,Tree_FractionLive_m2,Tree_FractionLive_m3,Tree_FractionLive_m4,Tree_FractionLive_m5,Tree_FractionLive_m6,Tree_FractionLive_m7,Tree_FractionLive_m8,Tree_FractionLive_m9,Tree_FractionLive_m10,Tree_FractionLive_m11,Tree_FractionLive_m12,Tree_LAIconv_m1,Tree_LAIconv_m2,Tree_LAIconv_m3,Tree_LAIconv_m4,Tree_LAIconv_m5,Tree_LAIconv_m6,Tree_LAIconv_m7,Tree_LAIconv_m8,Tree_LAIconv_m9,Tree_LAIconv_m10,Tree_LAIconv_m11,Tree_LAIconv_m12,Forb_Albedo,Forb_CanopyHeight_Constant_cm,Forb_HydRed_OnOff,Forb_SWPcrit_MPa,Forb_Litter_m1,Forb_Litter_m2,Forb_Litter_m3,Forb_Litter_m4,Forb_Litter_m5,Forb_Litter_m6,Forb_Litter_m7,Forb_Litter_m8,Forb_Litter_m9,Forb_Litter_m10,Forb_Litter_m11,Forb_Litter_m12,Forb_Biomass_m1,Forb_Biomass_m2,Forb_Biomass_m3,Forb_Biomass_m4,Forb_Biomass_m5,Forb_Biomass_m6,Forb_Biomass_m7,Forb_Biomass_m8,Forb_Biomass_m9,Forb_Biomass_m10,Forb_Biomass_m11,Forb_Biomass_m12,Forb_FractionLive_m1,Forb_FractionLive_m2,Forb_FractionLive_m3,Forb_FractionLive_m4,Forb_FractionLive_m5,Forb_FractionLive_m6,Forb_FractionLive_m7,Forb_FractionLive_m8,Forb_FractionLive_m9,Forb_FractionLive_m10,Forb_FractionLive_m11,Forb_FractionLive_m12,Forb_LAIconv_m1,Forb_LAIconv_m2,Forb_LAIconv_m3,Forb_LAIconv_m4,Forb_LAIconv_m5,Forb_LAIconv_m6,Forb_LAIconv_m7,Forb_LAIconv_m8,Forb_LAIconv_m9,Forb_LAIconv_m10,Forb_LAIconv_m11,Forb_LAIconv_m12
CEF_Control,0.005,NA,0.995,NA,NA,NA,NA,NA,NA,NA,844.21951,810.4507294,810.4507294,810.4507294,874.9799036,1022.859816,1311.37378,1390.906848,1151.867772,1013.063412,945.5258512,942.0656724,472.7629255,478.0392976,506.5317061,540.3004864,539.8314755,235.1307672,268.0396944,303.9190236,327.7604079,438.9941452,438.9941452,467.4865536,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3200.4,NA,NA,200,200,200,200,200,200,200,200,200,200,200,200,26263.13245,26263.13245,26263.13245,26263.13245,26263.13245,26263.13245,26263.13245,26263.13245,26263.13245,26263.13245,26263.13245,26263.13245,0.051882475,0.051882475,0.051882475,0.053257342,0.054632208,0.054632208,0.054632208,0.054632208,0.053944775,0.053257342,0.051882475,0.051882475,335.8015602,335.8015602,335.8015602,335.8015602,335.8015602,335.8015602,335.8015602,335.8015602,335.8015602,335.8015602,335.8015602,335.8015602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PEF_3StgShelterWood,0,0,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2068.086019,NA,NA,77.55091989,77.55091989,77.55091989,77.55091989,77.55091989,77.55091989,77.55091989,77.55091989,77.55091989,77.55091989,77.55091989,77.55091989,9692.353572,9692.353572,9692.353572,9692.353572,9692.353572,9692.353572,9692.353572,9692.353572,9692.353572,9692.353572,9692.353572,9692.353572,0.055212936,0.055212936,0.056504132,0.05714973,0.057795328,0.057795328,0.057795328,0.057795328,0.05714973,0.055858534,0.055212936,0.055212936,161.4615584,161.4615584,161.4615584,161.4615584,161.4615584,161.4615584,161.4615584,161.4615584,161.4615584,161.4615584,161.4615584,161.4615584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PEF_5YrSelection,0,0,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1981.2,NA,NA,98.28955238,98.28955238,98.28955238,98.28955238,98.28955238,98.28955238,98.28955238,98.28955238,98.28955238,98.28955238,98.28955238,98.28955238,12483.78603,12483.78603,12483.78603,12483.78603,12483.78603,12483.78603,12483.78603,12483.78603,12483.78603,12483.78603,12483.78603,12483.78603,0.054086354,0.054086354,0.055380358,0.05602736,0.056674362,0.056674362,0.056674362,0.056674362,0.05602736,0.054733356,0.054086354,0.054086354,262.6365125,262.6365125,262.6365125,262.6365125,262.6365125,262.6365125,262.6365125,262.6365125,262.6365125,262.6365125,262.6365125,262.6365125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PEF_Control,0,0,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1981.2,NA,NA,200,200,200,200,200,200,200,200,200,200,200,200,29582.19846,29582.19846,29582.19846,29582.19846,29582.19846,29582.19846,29582.19846,29582.19846,29582.19846,29582.19846,29582.19846,29582.19846,0.052588186,0.052588186,0.053726846,0.054296176,0.054865506,0.054865506,0.054865506,0.054865506,0.054296176,0.053157516,0.052588186,0.052588186,522.3584347,522.3584347,522.3584347,522.3584347,522.3584347,522.3584347,522.3584347,522.3584347,522.3584347,522.3584347,522.3584347,522.3584347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FVEF_100,0.09,NA,0.91,NA,NA,NA,NA,NA,NA,NA,683.9235742,656.5666315,656.5666315,656.5666315,708.8433473,828.6446036,1062.377062,1126.808812,933.1572112,820.7082891,765.9944033,763.1912252,382.9972015,387.2717239,410.3541445,437.7110876,437.33113,190.4853807,217.1457348,246.2124868,265.5269951,355.6402588,355.6402588,378.7226794,0.001,0.001,0.001,0.1,0.271527778,0.542592593,0.903125,0.92037037,0.703240741,0.25,0.1,0.01646875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1981,NA,NA,30.59770131,30.59770131,30.59770131,30.59770131,30.59770131,30.59770131,30.59770131,30.59770131,30.59770131,30.59770131,30.59770131,30.59770131,11584.66986,11584.66986,11584.66986,11584.66986,11584.66986,11584.66986,11584.66986,11584.66986,11584.66986,11584.66986,11584.66986,11584.66986,0.062267344,0.062267344,0.062267344,0.062267344,0.062267344,0.062267344,0.062267344,0.062267344,0.062267344,0.062267344,0.062267344,0.062267344,674.1557245,674.1557245,674.1557245,674.1557245,674.1557245,674.1557245,674.1557245,674.1557245,674.1557245,674.1557245,674.1557245,674.1557245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FVEF_150,0.06,NA,0.94,NA,NA,NA,NA,NA,NA,NA,683.9235742,656.5666315,656.5666315,656.5666315,708.8433473,828.6446036,1062.377062,1126.808812,933.1572112,820.7082891,765.9944033,763.1912252,382.9972015,387.2717239,410.3541445,437.7110876,437.33113,190.4853807,217.1457348,246.2124868,265.5269951,355.6402588,355.6402588,378.7226794,0.001,0.001,0.001,0.1,0.271527778,0.542592593,0.903125,0.92037037,0.703240741,0.25,0.1,0.01646875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1981,NA,NA,40.6365971,40.6365971,40.6365971,40.6365971,40.6365971,40.6365971,40.6365971,40.6365971,40.6365971,40.6365971,40.6365971,40.6365971,14263.69513,14263.69513,14263.69513,14263.69513,14263.69513,14263.69513,14263.69513,14263.69513,14263.69513,14263.69513,14263.69513,14263.69513,0.064303266,0.064303266,0.064303266,0.064303266,0.064303266,0.064303266,0.064303266,0.064303266,0.064303266,0.064303266,0.064303266,0.064303266,684.4792453,684.4792453,684.4792453,684.4792453,684.4792453,684.4792453,684.4792453,684.4792453,684.4792453,684.4792453,684.4792453,684.4792453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FVEF_30,0.3,NA,0.7,NA,NA,NA,NA,NA,NA,NA,683.9235742,656.5666315,656.5666315,656.5666315,708.8433473,828.6446036,1062.377062,1126.808812,933.1572112,820.7082891,765.9944033,763.1912252,382.9972015,387.2717239,410.3541445,437.7110876,437.33113,190.4853807,217.1457348,246.2124868,265.5269951,355.6402588,355.6402588,378.7226794,0.001,0.001,0.001,0.1,0.271527778,0.542592593,0.903125,0.92037037,0.703240741,0.25,0.1,0.01646875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1981,NA,NA,12.35222779,12.35222779,12.35222779,12.35222779,12.35222779,12.35222779,12.35222779,12.35222779,12.35222779,12.35222779,12.35222779,12.35222779,5437.417534,5437.417534,5437.417534,5437.417534,5437.417534,5437.417534,5437.417534,5437.417534,5437.417534,5437.417534,5437.417534,5437.417534,0.059379734,0.059379734,0.059379734,0.059379734,0.059379734,0.059379734,0.059379734,0.059379734,0.059379734,0.059379734,0.059379734,0.059379734,419.3148148,419.3148148,419.3148148,419.3148148,419.3148148,419.3148148,419.3148148,419.3148148,419.3148148,419.3148148,419.3148148,419.3148148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FVEF_Control,0.015,NA,0.985,NA,NA,NA,NA,NA,NA,NA,683.9235742,656.5666315,656.5666315,656.5666315,708.8433473,828.6446036,1062.377062,1126.808812,933.1572112,820.7082891,765.9944033,763.1912252,382.9972015,387.2717239,410.3541445,437.7110876,437.33113,190.4853807,217.1457348,246.2124868,265.5269951,355.6402588,355.6402588,378.7226794,0.001,0.001,0.001,0.1,0.271527778,0.542592593,0.903125,0.92037037,0.703240741,0.25,0.1,0.01646875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1981,NA,NA,50,50,50,50,50,50,50,50,50,50,50,50,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,0.064617226,0.064617226,0.064617226,0.064617226,0.064617226,0.064617226,0.064617226,0.064617226,0.064617226,0.064617226,0.064617226,0.064617226,831.8535703,831.8535703,831.8535703,831.8535703,831.8535703,831.8535703,831.8535703,831.8535703,831.8535703,831.8535703,831.8535703,831.8535703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VFEF_100,0,0,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2540,NA,NA,200,200,200,200,200,200,200,200,200,200,200,200,13119.92647,13119.92647,13119.92647,13119.92647,13119.92647,13119.92647,13119.92647,13119.92647,13119.92647,13119.92647,13119.92647,13119.92647,0,0,0.011598399,0.017397599,0.023196798,0.023196798,0.023196798,0.023196798,0.017397599,0.011598399,0,0,115.9391578,115.9391578,115.9391578,115.9391578,115.9391578,115.9391578,115.9391578,115.9391578,115.9391578,115.9391578,115.9391578,115.9391578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VFEF_40,0,0,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2540,NA,NA,136.2901302,136.2901302,136.2901302,136.2901302,136.2901302,136.2901302,136.2901302,136.2901302,136.2901302,136.2901302,136.2901302,136.2901302,8820.423029,8820.423029,8820.423029,8820.423029,8820.423029,8820.423029,8820.423029,8820.423029,8820.423029,8820.423029,8820.423029,8820.423029,0,0,0.011135034,0.016702551,0.022270068,0.022270068,0.022270068,0.022270068,0.016702551,0.011135034,0,0,115.9391578,115.9391578,115.9391578,115.9391578,115.9391578,115.9391578,115.9391578,115.9391578,115.9391578,115.9391578,115.9391578,115.9391578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VFEF_60,0,0,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2540,NA,NA,165.4717076,165.4717076,165.4717076,165.4717076,165.4717076,165.4717076,165.4717076,165.4717076,165.4717076,165.4717076,165.4717076,165.4717076,10557.11667,10557.11667,10557.11667,10557.11667,10557.11667,10557.11667,10557.11667,10557.11667,10557.11667,10557.11667,10557.11667,10557.11667,0,0,0.011194523,0.016791785,0.022389046,0.022389046,0.022389046,0.022389046,0.016791785,0.011194523,0,0,115.9391578,115.9391578,115.9391578,115.9391578,115.9391578,115.9391578,115.9391578,115.9391578,115.9391578,115.9391578,115.9391578,115.9391578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VFEF_80,0,0,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2540,NA,NA,176.9365874,176.9365874,176.9365874,176.9365874,176.9365874,176.9365874,176.9365874,176.9365874,176.9365874,176.9365874,176.9365874,176.9365874,10915.70042,10915.70042,10915.70042,10915.70042,10915.70042,10915.70042,10915.70042,10915.70042,10915.70042,10915.70042,10915.70042,10915.70042,0,0,0.011636678,0.017455016,0.023273355,0.023273355,0.023273355,0.023273355,0.017455016,0.011636678,0,0,115.9391578,115.9391578,115.9391578,115.9391578,115.9391578,115.9391578,115.9391578,115.9391578,115.9391578,115.9391578,115.9391578,115.9391578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
